	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Nploc4	2847.59196836375	-0.268885938235696	0.204853200453333	-1.31257865457147	0.189324966162852	0.420060013995131
Wdr92	500.211839596035	-0.493282279130623	0.376114306187697	-1.31152224474135	0.189681383370178	0.420794444291816
Kcnq3	69.88498815529	1.51416990613959	1.15462406494255	1.3113964554471	0.189723855754056	0.420832307253072
Apba2	308.094693316802	-0.594258385717311	0.453224920056128	-1.31117765025744	0.189797751375044	0.420939851590255
Stard4	1622.13692503755	0.315687020188618	0.240986220575785	1.30997954752081	0.190202754624381	0.421781610489006
Plxna3	2390.34265462355	0.223294415249522	0.170498209840783	1.3096584149361	0.190311417460647	0.421935819467531
Chn1os3	56.1396673262689	1.65614861072455	1.26459904316996	1.30962348870128	0.190323238337542	0.421935819467531
Ttf1	770.83437248305	-0.393612113895628	0.300651668717214	-1.30919650496219	0.190467795831956	0.422143301840561
Cramp1l	3564.50844278023	-0.179532965383015	0.137126339789364	-1.30925222432678	0.190448927175173	0.422143301840561
Kif28	13.9845328945567	3.56955636323352	2.72755414328657	1.30870229359861	0.190635214501245	0.422457836550251
Tshz3	1119.28589214997	0.310741428270391	0.237524200742732	1.30825165308929	0.190787967554023	0.422739791670999
Rpa3	460.53289403947	-0.712578722870228	0.544813362751139	-1.30793180121707	0.190896442003478	0.422819653437724
Cog7	908.121128823921	0.421622151257328	0.322355490233588	1.30794158632697	0.190893122811803	0.422819653437724
Rasl12	188.725029043911	0.835488681078928	0.638792085287988	1.30791958811178	0.190900584851237	0.422819653437724
Lsm3	1268.16639631722	-0.317980641686314	0.243252390722888	-1.30720459002007	0.191143237071978	0.423187345909825
Fcgbp	52.6199199821635	1.46499900897964	1.12068531936253	1.30723494246624	0.191132931610431	0.423187345909825
Gfer	1103.05821319887	-0.318553275796717	0.2436861926397	-1.30722743191163	0.191135481605111	0.423187345909825
1810044D09Rik	37.9718974382662	1.77660133966548	1.35939835150261	1.30690267330522	0.191245768078215	0.423357764027212
Kifbp	1420.57260134134	0.270939632167702	0.207340053119388	1.30674043963755	0.191300879393103	0.423423178400154
Ddx41	2665.53645970006	-0.203102637594731	0.155463775851648	-1.30643062335333	0.19140615747674	0.423599599011649
Wwtr1	2516.52173831202	0.361623410551862	0.27683127173812	1.30629537725765	0.191452128559055	0.423644738121927
Tuba4a	231.930359689987	0.759217332513645	0.581537296621272	1.30553506529107	0.191710715046737	0.424146837901006
Tatdn2	1775.98789239293	-0.333830625149225	0.255715308457181	-1.30547767031759	0.191730245831737	0.424146837901006
Mrps23	711.77787387741	-0.441388928456618	0.338141518167946	-1.30533786814487	0.191777824870268	0.424195442512484
Ascc3	1345.18859639593	0.314215505115642	0.240751652297071	1.30514371186089	0.191843916711649	0.424284977346924
Gm11694	12.2649889401496	-2.69382194111599	2.06425571259111	-1.30498461246093	0.191898087487835	0.424348126983845
Zf12	13.041510669505	4.10802058020689	3.14826195571811	1.30485348360088	0.191942743202679	0.424382271004921
Rps29	3922.90494788595	-0.18898764194027	0.144841555030425	-1.30478882183067	0.191964766473883	0.424382271004921
Cfap74	76.8190178140106	-1.40076607681679	1.07365128100236	-1.30467508547937	0.192003508655642	0.42441127847354
Clip2	3532.03679294103	0.294075204646681	0.225419241575545	1.304570109416	0.19203927190969	0.424433694354104
Rac1	9329.5462368462	-0.15523911451663	0.119010010166952	-1.30442064746364	0.192090199071546	0.424435505451402
Ift122	1236.81498923594	-0.55757063565027	0.42744804991863	-1.30441731049284	0.192091336213049	0.424435505451402
2210016F16Rik	988.416378151992	0.391378288555183	0.300062868187717	1.30432096086724	0.192124171466404	0.424451440429579
St6galnac4	683.559475751411	0.477274661673875	0.366003401981078	1.30401700937892	0.192227782972874	0.42456709665942
Wdr19	591.009362282227	-0.4248570426044	0.325801925529237	-1.30403478099234	0.192221723824169	0.42456709665942
Mrpl51	928.176092843857	0.548311784799864	0.420582205802808	1.30369705906422	0.192336892562293	0.424745006749518
Tlcd5	384.264268865332	0.532416252466183	0.408410417054082	1.30363044191324	0.192359616096281	0.424745006749518
Pls1	302.379004693676	0.613491307038798	0.470815367007251	1.30304010877654	0.192561068723588	0.425133160523288
Helq	685.973217309939	-0.496423016383077	0.381018013372144	-1.30288595016692	0.192613701251238	0.425192692061135
Flii	3811.3923652733	0.207957854145072	0.159642808014973	1.30264467739484	0.192696097346272	0.42531790173764
Mrpl14	365.914219569435	0.641109988523613	0.492196959097001	1.30254764210615	0.192729242780726	0.425334386712327
Ccng2	2160.00041483761	-0.27916827083496	0.214408031276051	-1.30204204186517	0.192902014131154	0.425658966841957
Asphd1	19.6171403505867	2.4010573181829	1.84449938005869	1.30173929259141	0.193005522656406	0.425773935651
Psmg2	771.021556140084	-0.407484742956564	0.31302388852983	-1.30176883582395	0.192995420170469	0.425773935651
Tnfrsf19	751.51805965407	0.384600837891024	0.295562156209024	1.3012519695486	0.193172221766406	0.426084933896207
Rspo3	564.62975606774	-0.517694866244582	0.397905598422336	-1.30104946574564	0.193241523555321	0.426181046158153
Mog	40.487599907	1.79216905720132	1.37774713452687	1.30079679520928	0.193328019243563	0.426315047759534
Abcc8	91.8403171752837	1.19740278177204	0.920639148539873	1.30062118656491	0.193388151392126	0.426390886172044
Pcdh19	2050.02166354398	-0.266999014705556	0.205300658775052	-1.30052682879165	0.193420467180945	0.426405381800951
Rab17	30.4580176215383	1.86498047533067	1.43490001123281	1.29972852514536	0.193694030117755	0.426951644564286
Smim6	12.416214069037	-3.22789821510329	2.48375573101228	-1.29960373107533	0.193736820251862	0.426989146816405
Appl2	1477.38329027556	0.271703595111307	0.209103801923773	1.29937185556461	0.193816345536937	0.427107591302297
Mrpl55	463.21192603204	-0.480359857933785	0.369757530479217	-1.29912123036744	0.193902328265397	0.42724023247091
Lins1	596.37651503988	-0.440953917164733	0.339459798481851	-1.29898715293177	0.193948338104289	0.427284774663859
Kcne1l	347.927736517953	0.732021902623895	0.563912789708399	1.29811189954111	0.194248885861442	0.427548869823915
Minar1	6.59786875596964	-4.28537652018437	3.30068679017998	-1.29832873962291	0.194174394677557	0.427548869823915
P4ha2	708.07662440223	0.399609468507838	0.307790502303053	1.29831643769949	0.194178620202505	0.427548869823915
Pitpnm3	6.91830818940709	-4.35736485162777	3.35655865068482	-1.29816437163663	0.194230858172466	0.427548869823915
Klhl11	890.518512037215	-0.351351753739001	0.270590031847059	-1.29846525143835	0.194127509459784	0.427548869823915
Cybc1	844.129633408743	0.388332380703113	0.299124701601791	1.29822906173787	0.19420863446807	0.427548869823915
Pcsk1	13.4467604419217	3.46649905920588	2.66967033978103	1.29847457476349	0.194124307650888	0.427548869823915
Ms4a6b	71.5833953536372	1.32514529027511	1.02093859282356	1.29796767365823	0.194298443465226	0.427601131393845
Pxmp4	291.285059897881	0.595670108485809	0.459040997153571	1.29764032445784	0.194410958688744	0.427791914277237
Mrps35	1216.65323405272	0.518422083804345	0.399545609101535	1.29752917312777	0.194449174073023	0.427812689847648
Klf16	1157.41377271185	-0.447596398642537	0.344978256722484	-1.29746263690643	0.194472052795218	0.427812689847648
Apaf1	1830.24959201215	0.241305715772057	0.18600285732562	1.29732262848857	0.194520201651013	0.427861789981281
Ppm1e	300.232815804292	-0.573188222056644	0.4419646241409	-1.29690973156691	0.194662247720417	0.428117383628347
Wtap	2033.63058814255	-0.290186181229937	0.223786882614848	-1.29670773299687	0.194731767605142	0.428213424980641
Pogz	4525.43738371729	-0.17770042597932	0.137069003454758	-1.2964304219077	0.194827236730912	0.428366495413799
Dgkh	1333.65243205265	0.302914198862814	0.233682191216207	1.29626565587342	0.194883976537618	0.42843438239491
Gtf2f1	2203.12316565497	-0.223627378686948	0.172559776864581	-1.29594151516806	0.194995634924765	0.428622968753814
Ramp2	1213.33350040309	-0.296929391753708	0.229158010933155	-1.29574083203367	0.195064788772041	0.428718087569173
Tnnt2	12.1563534491561	-3.1935648230488	2.46502011598216	-1.29555325019178	0.195129444277601	0.428803295895259
2610044O15Rik8	101.653605368436	-1.00701433370218	0.777431054915971	-1.29531014658402	0.195213260345343	0.428873694644643
Dubr	178.199482215497	0.783344696375062	0.604738789074948	1.29534389148962	0.195201624364842	0.428873694644643
Cx3cl1	240.322987927172	0.845042123366739	0.652499564329607	1.29508457869233	0.195291054144847	0.428930828945822
3425401B19Rik	63.0438828224457	1.43183538592885	1.10553688143048	1.29514936134574	0.19526870959274	0.428930828945822
Cfap99	13.6852851590305	2.71649775950352	2.09825942286994	1.29464342201689	0.19544326584996	0.429141846527512
Fn3k	38.9004799766182	1.71525123537236	1.3248433156316	1.29468233347627	0.195429836784034	0.429141846527512
Pced1b	230.634262426041	0.730267224585085	0.564095478557909	1.29458088629249	0.195464849504985	0.429141846527512
Entpd2	29.5372781857162	1.88086152275358	1.45336207097832	1.29414518261611	0.195615277298412	0.429415195924754
Ciao3	636.088747715557	0.411538049708352	0.318022531988522	1.2940531198689	0.195647073051193	0.42942808600676
Pms1	578.929622197238	0.657858139569983	0.508430339493963	1.29390024250863	0.195699880742847	0.429487085917497
Gm7443	7.04883756938984	-5.84284091524157	4.51620528141984	-1.29375007360264	0.195751763036991	0.42954102842217
Gm5914	276.078875354574	-0.817357399993661	0.631808508140172	-1.29367900156913	0.195776321436003	0.42954102842217
Inpp5f	1610.69454799534	-0.288175493580775	0.222809265770562	-1.29337302281461	0.195882075849024	0.429716141761234
Brox	805.128206229497	-0.569786392318544	0.440694522073894	-1.29292823890151	0.19603587967784	0.429873324135128
Tacr3	120.925092250005	-0.903772007518705	0.699090321671193	-1.29278289157003	0.196086159163758	0.429873324135128
1110002E22Rik	87.6315391108908	1.82793184712335	1.41396401346523	1.29277112409927	0.196090230256542	0.429873324135128
Rpf1	1300.82217798506	-0.357275360011948	0.276375833871711	-1.29271562931869	0.196109430153285	0.429873324135128
Agbl3	117.679042660897	0.97889977295916	0.757185936907923	1.29281293437202	0.196075765789386	0.429873324135128
Champ1	1562.07051678311	-0.257399205860982	0.199086497004006	-1.29290137570607	0.196045171655851	0.429873324135128
Nlrp5-ps	165.397527608381	1.32726363923981	1.02704238044487	1.29231632940493	0.196247619202767	0.430062417263374
Zfp692	754.570191643843	-0.625117583935127	0.483692401148031	-1.29238661275519	0.196223290485883	0.430062417263374
Trip6	2149.86506181797	0.219075425295629	0.169578295595449	1.29188363715049	0.196397445142081	0.430333819944257
Meaf6	1332.43683465267	-0.283554182168628	0.2195085088615	-1.29176852250196	0.196437319358619	0.430364263348171
Ggh	538.463829907505	0.446300767444372	0.345520123999202	1.29167807153659	0.196468654556363	0.43037599348402
Mars1	2713.32872425237	-0.337917713752641	0.261630332383101	-1.29158462122746	0.196501032671052	0.43038439897179
Plek2	80.4963836458203	2.22919907079391	1.7260314997154	1.29151702686856	0.19652445480366	0.43038439897179
P2ry2	19.9437703073747	-2.69053017232109	2.08357292505816	-1.29130597732546	0.196597598775951	0.430487670022951
Mfap4	3163.28401501973	-0.18721724414899	0.144991667872855	-1.29122760566602	0.196624765315689	0.430490250786992
Cartpt	19.1465743142834	2.41962293000784	1.8743840042105	1.29088966005501	0.196741941356014	0.430632962283612
Sorcs3	105.616878765048	1.31629371068931	1.01962300243769	1.29096117637828	0.196717140202845	0.430632962283612
3110099E03Rik	30.0815864878531	-1.97925043041786	1.53360223469721	-1.29058916688957	0.196846174435755	0.430710826787954
Tmem126b	214.400658500313	0.749218899421707	0.580506145926649	1.29063043462829	0.196831857360934	0.430710826787954
Doc2b	839.186907903886	0.487175417941414	0.377490837130801	1.29056223362743	0.19685551884163	0.430710826787954
Pcdhb7	118.016903385568	1.00854702841145	0.78167410224804	1.29023978856526	0.196967415308113	0.430898736737835
Gramd3	550.770584579186	-0.433403214840918	0.335944667544165	-1.29010297442492	0.197014907291025	0.430945720226571
Kptn	372.128540025848	0.545274332428335	0.422753331818571	1.28981675929723	0.197114287614723	0.43110617564535
Lypd6	325.293845019141	0.550277014038093	0.426695912006903	1.28962335601001	0.197181462356786	0.431139245504244
Frmpd1	65.3812777185142	1.56901290664709	1.21663300160971	1.28963533339237	0.197177301767198	0.431139245504244
Psma4	3038.51085837473	-0.215846225314333	0.167396014841854	-1.28943467094035	0.197247014469297	0.431148740530144
Kif23	4435.64028412417	-0.161191030554791	0.125013779305846	-1.28938610967386	0.197263887985388	0.431148740530144
Rhbdl1	311.045384994522	0.780917459857562	0.605596451016439	1.28950138090615	0.197223836572354	0.431148740530144
Dnajc3	2911.8241468147	0.218306987281379	0.169349464714829	1.28909168770619	0.197366213001854	0.431315477358273
Rap1a	611.673725754042	-0.47275340395095	0.366883858207174	-1.28856419647657	0.197549637322663	0.431610785440953
Gabpa	3128.6622618557	-0.182159022649059	0.141367092529032	-1.28855322260836	0.197553454585772	0.431610785440953
Slc16a13	358.248978337264	0.763894202080132	0.592886713167432	1.28843198053657	0.19759563226682	0.431646004022139
Rbm46	126.395048283023	-1.0077664275208	0.782268894983688	-1.28826089594398	0.197655160368808	0.431719110167366
Myb	440.930634612589	-0.499035662606795	0.387583527405238	-1.28755642931395	0.197900414578371	0.432197807184009
Saal1	1158.4013570124	-0.320813450977954	0.249179376516377	-1.28747994903531	0.197927053943554	0.432199004557734
Cldn23	63.8957200266882	2.35242954007798	1.82739770019272	1.28731120753293	0.197985838720908	0.432270385977572
B3gnt2	682.545614431377	0.600663248769951	0.466630488724881	1.287235324917	0.198012278245535	0.432271137208394
Tmem177	159.259555104989	-1.03635147647861	0.805197348038583	-1.2870776077481	0.198067239370822	0.432277183159112
A330094K24Rik	16.2879012856062	-2.94775624685205	2.29018924452525	-1.28712343484222	0.19805126843974	0.432277183159112
Nsrp1	1804.94789466081	0.246950338641151	0.191883987528445	1.28697731281274	0.198102195855904	0.432296518818738
S100a1	77.9666372721207	-1.19662797165725	0.929885302515309	-1.28685545240946	0.198144674774253	0.432332262596879
Aifm2	532.806226859443	0.594014280383644	0.461634681087357	1.28676268209415	0.198177017740491	0.432345884218521
Myd88	545.80611954513	0.624994405660237	0.485810734416802	1.28649772716636	0.198269411527407	0.432460374058888
Btaf1	3235.89763349968	-0.185388995309679	0.144107582286769	-1.28646246344458	0.198281710895096	0.432460374058888
Acrbp	350.215291492654	0.740575836683738	0.575761882984513	1.28625367286368	0.198354544820368	0.432505335652152
Dcbld2	2379.54580922453	-0.266443585493359	0.207135641181848	-1.28632418821367	0.198329944254201	0.432505335652152
Klk7	6.51974457675855	-4.26660770709785	3.31895736942343	-1.28552651697333	0.198608356577306	0.432887819303037
Hsf1	1900.32161025419	-0.267748182819424	0.208270833522348	-1.28557694945171	0.198590745600358	0.432887819303037
Paqr4	283.590046841352	0.790413805239426	0.614815214808076	1.28561197934271	0.198578513865288	0.432887819303037
A230070E04Rik	6.95734107064248	-5.8245546056787	4.53114248843279	-1.28544944692156	0.198635271577068	0.432889524230251
Oaz1	12.7479883545916	4.07333794374462	3.16937215684458	1.28521919868193	0.1987156965324	0.433007828605525
Tlr13	105.993405080037	0.999440999451753	0.777870984948192	1.28484159814538	0.198847642690215	0.433181378374989
Tcea2	314.772224675056	0.649329120706103	0.505375380920471	1.28484517691274	0.198846391849609	0.433181378374989
Atp11c	1277.52691627574	-0.313365881851312	0.243951297367039	-1.28454279699868	0.198952099106928	0.433351942367687
Cdadc1	839.01640341196	0.458783836459175	0.35727165629125	1.28413163591452	0.199095900434756	0.433608150236882
Ogfod3	230.498924603401	-0.774583502974652	0.603292018848387	-1.28392797977543	0.199167156173073	0.433706315499798
Cldn22	17.1278519292562	-2.85184951857166	2.22143635314632	-1.28378628293017	0.199216744425726	0.433749157678571
Ppard	1216.95594958515	0.319790143147575	0.249111654717832	1.28372212656931	0.199239199563915	0.433749157678571
Dpep1	24.817508646238	2.03754407813783	1.58749137679961	1.28349930457293	0.199317203059769	0.433861953835094
2900092D14Rik	126.887969237741	-0.941509768954496	0.733725999363452	-1.28318986893106	0.199425564478948	0.433983772411162
Smg9	870.176943502442	-0.336942309789075	0.262576051789429	-1.28321797625049	0.199415719786084	0.433983772411162
Arid5b	2504.30611216544	0.214813432686536	0.167431031283994	1.28299653319445	0.199493290659038	0.434074131060945
Atp13a2	2990.19392228806	0.189402853368612	0.14766373865693	1.28266326649534	0.199610074585152	0.434271195889552
2900097C17Rik	2232.04670266269	-0.301321495076512	0.234939592912467	-1.28254880899865	0.199650194509193	0.434291018398986
Mrgbp	1246.0487498165	-0.41485274418306	0.323483011449357	-1.28245604714858	0.199682713942728	0.434291018398986
Scnn1g	73.1415480904057	-1.51108424101427	1.17831334198798	-1.28241290934113	0.199697838040753	0.434291018398986
Limk1	1860.98126372886	-0.24824991880093	0.193595950479981	-1.28230946042748	0.199734110597626	0.43431288291542
Traf2	682.500052229339	-0.385253711096971	0.300489818401491	-1.28208573969793	0.199812570824852	0.434376051715533
Trmt10a	535.826151221162	-0.758797250559149	0.591880354435961	-1.28201121201641	0.199838713136055	0.434376051715533
Hoxa7	900.185162364696	0.435699502572069	0.339858588453444	1.2820023308952	0.199841828561671	0.434376051715533
Tmem104	478.98107622653	0.651859284847931	0.508658881586431	1.28152541604086	0.200009178542367	0.434594487871313
Irf2bpl	3924.38019729518	0.214058766428461	0.167024611798483	1.28160014337722	0.199982949873552	0.434594487871313
Eme2	418.952812964932	0.560669413686529	0.437513122701402	1.28149165040972	0.200021030819855	0.434594487871313
Hip1r	2065.0895660638	0.226046759906732	0.176462833677383	1.28098792927694	0.200197905907082	0.434921745750926
Mc5r	15.3411743115574	-2.92107876596373	2.28051799717163	-1.28088389111006	0.200234451772761	0.434944098297375
Ulk3	413.757173211353	0.486974865697541	0.380208785027778	1.28080908404566	0.200260732532682	0.434944150308625
Ube2d-ps	280.857558630461	-0.603646325304432	0.471356074908417	-1.28065884251459	0.200313522075155	0.435001768900753
Fam107b	2670.18942700052	0.220198539320785	0.171955893853781	1.28055243926694	0.20035091454501	0.435015680018936
Tti2	385.97769517623	-0.557182282432914	0.435157078897457	-1.28041645064037	0.200398711392967	0.435015680018936
Frg1	1367.30487944196	0.277180038141482	0.21646775530426	1.2804680205229	0.200380584795766	0.435015680018936
Apba3	933.01709425303	0.405158620580076	0.316572955276388	1.2798270156285	0.200605980358839	0.435408551447088
Eif5b	9294.94441051551	-0.145585273935379	0.113786536943534	-1.27945957268763	0.200735267161693	0.435517969945442
B4galt4	553.568458293554	0.422483291378399	0.330201103657163	1.2794726810394	0.200730653870951	0.435517969945442
Ndufv3	1218.78747738889	0.343763784669919	0.268664940830845	1.27952602824482	0.200711879908339	0.435517969945442
Prr16	129.576326153397	0.889987001273694	0.695640609964949	1.27937758164886	0.200764124451993	0.435523536085288
Tmem135	1023.23428702426	0.344047964698249	0.26893596898549	1.27929323100999	0.200793815378361	0.435530908961968
Cd47	653.80752899245	0.425988139209773	0.333016783421139	1.27917918980996	0.200833962301106	0.435560956469995
Nbdy	449.635226470963	0.588686107629845	0.460273043682466	1.27899323175651	0.200899439305966	0.435588902107765
Fbxo3	1863.4256553135	0.296087845976834	0.231490089696815	1.27905192988877	0.200878769640809	0.435588902107765
Esr2	63.9264021238491	1.36380934671675	1.066584016954	1.27867033917457	0.201013168824709	0.435778450671549
Gatb	395.583453003782	0.491050222242284	0.384094997820812	1.27846034191616	0.201087159454367	0.435881810568122
2510003B16Rik	31.8893328900084	2.72290229300383	2.13045556039284	1.27808452972459	0.201219623064752	0.435997783658289
Hcrtr1	7.21356918420934	-4.2557726306298	3.32959104085227	-1.27816677135834	0.201190629679031	0.435997783658289
Wdr11	2379.74799850887	-0.22222694375022	0.173872033125043	-1.27810631621477	0.201211942179919	0.435997783658289
Spata21	39.216291358503	2.23926978527602	1.7531878861865	1.27725602196969	0.201511874407701	0.436459754127035
Wdfy3	8533.6536749832	0.145929435785839	0.11424872168006	1.277296005066	0.201497763495504	0.436459754127035
Cbr1	1029.4038591573	0.326676893125655	0.255763479400266	1.27726168681968	0.201509875113995	0.436459754127035
Sema3d	2021.55059487489	0.266131112807298	0.208409304808827	1.27696367996342	0.201615070216016	0.436626178340738
Kif21b	2278.10175026843	-0.244564024916297	0.191577284463546	-1.27658154045311	0.201750022363735	0.436690071926731
Snora65	128.779520337657	-1.14517060695977	0.897023386847496	-1.27663405854374	0.201731471755003	0.436690071926731
2610001J05Rik	423.152583796603	0.510758327449964	0.400083102619361	1.27663059025989	0.201732696795014	0.436690071926731
Pycr1	373.755558892223	-0.598603981031248	0.46885955261715	-1.27672344029224	0.201699902906144	0.436690071926731
Fn3krp	187.806031232407	-0.784312057719302	0.614480175203907	-1.27638301342926	0.201820157954394	0.436784807488182
Tmem106c	550.613522588366	0.468091079580196	0.366766417511044	1.27626483023381	0.20186191813195	0.436818115461236
Abraxas2	1024.05511105074	0.373212815212114	0.292508833052045	1.27590271828034	0.201989910057345	0.437037991131129
Abca8b	83.3584353633078	-1.45192725814322	1.13829165501	-1.27553184788169	0.202121059050543	0.43726463930681
Nr4a2	817.340030303149	0.431686565222564	0.338556393427068	1.27508023361419	0.202280844876202	0.437553172548222
Tha1	71.8744322067863	1.21312607785931	0.951512834045452	1.27494452460677	0.202328878117897	0.437599930281103
Grik3	156.930777651816	0.976612725255351	0.766110668090079	1.27476716606761	0.20239166544552	0.437610194702043
Dgkg	39.1975268726235	2.635598662176	2.06761093389159	1.27470725704442	0.202412877259707	0.437610194702043
Yif1a	415.255456427654	-0.541753840469574	0.424989882928739	-1.27474526390176	0.20239942009404	0.437610194702043
1700003F12Rik	6.59023568298893	-4.12199014317937	3.23407082159018	-1.27455160093019	0.202467997541301	0.437672240541779
Ar	167.326563283022	0.976709834334517	0.766500254839055	1.27424593556019	0.202576270288544	0.437734922688459
Cyp2j6	320.752214106604	0.543227752084712	0.426295439476943	1.27429876508002	0.20255755400808	0.437734922688459
Zfp760	252.82781797536	-0.679021300057563	0.532851104303512	-1.27431714896248	0.20255104131802	0.437734922688459
Dtd1	328.890154508727	-0.68797859622841	0.539956145772875	-1.27413791215148	0.202614544413116	0.437760522786392
Lrrc4c	40.4447802761251	1.52313187072249	1.19564801214252	1.2738965441787	0.202700083320285	0.437831122727934
Zfp366	148.680372211059	1.22181636398787	0.959084064788482	1.27394084506798	0.202684381463407	0.437831122727934
Pax6	6.70805023021804	-4.14841722313439	3.2577421083294	-1.27340258534514	0.202875220443377	0.438012609722181
Lcp2	182.688760039506	0.724809262395131	0.569192854431676	1.27339838642007	0.202876709678734	0.438012609722181
Car4	815.114853579312	0.375365913892827	0.294767771297173	1.27342929059364	0.202865749062705	0.438012609722181
Ttc38	216.950880569357	-0.744284933572776	0.584504138816627	-1.27336127179465	0.2028898734922	0.438012609722181
Wwox	336.279512232334	0.584085102429968	0.458736116802494	1.2732485649946	0.202929852147611	0.438041829661867
Mfsd2b	73.2893116907967	1.14518072677992	0.899471601928679	1.27317051958548	0.202957539291991	0.43804451314291
Fam240b	40.6775226561912	2.82984252654558	2.22355616598395	1.27266518824063	0.203136875636999	0.438317356379692
Loxl4	203.383057223456	-0.770939931917869	0.605754047510882	-1.27269464411465	0.203126418916201	0.438317356379692
Pcdhb19	138.002995561911	0.953808984180342	0.749628157155551	1.27237614419334	0.203239505947777	0.438481690026691
Hdhd3	53.2040379707344	1.57732247934313	1.23986373092286	1.27217406236175	0.203311281175697	0.438579420845869
Alms1	1497.57192389435	-0.286803055990677	0.225465305483083	-1.27204961923597	0.203355489945024	0.438617668091058
Grb14	548.989307177263	0.511257384264286	0.402072862403385	1.27155406910144	0.203531604949576	0.438940377032903
Uxs1	759.431363405375	-0.423339644313243	0.332973624268583	-1.27139092546192	0.203589609329821	0.438951175133214
Gabbr1	2301.90889610056	0.315863510595059	0.248435527577242	1.27141038834252	0.20358268883049	0.438951175133214
Pcdh20	11.8601455411413	-3.15436738989163	2.48128177241855	-1.27126528915618	0.203634286486744	0.438990363827814
Tnfrsf11a	173.566801406417	1.4345049901268	1.12869469667415	1.270941552533	0.203749442401501	0.439181459125682
Pecr	394.146303232515	0.557601666714966	0.438871136993125	1.27053620006845	0.203893696595164	0.43943521781146
Tmem74	23.9088852857163	-2.08311742650678	1.64013083414356	-1.27009222870597	0.204051779500416	0.439718710475399
Cdh6	4255.20617541539	0.161722741531288	0.127340424659358	1.27000315857203	0.204083505044285	0.439729872666308
Gpcpd1	1420.16307435183	0.294595089884064	0.23199402246764	1.26983913960609	0.204141935710166	0.439741373867217
Ddi2	1224.60610527866	-0.305937297765474	0.240922276890727	-1.26985890102739	0.204134895190399	0.439741373867217
Plpp5	452.647225972812	0.50805998779889	0.400124670592091	1.26975421697213	0.204172193615957	0.439749367734798
Mir212	8.60865679555054	3.43380392703483	2.70452721936858	1.26965034866113	0.204209206296101	0.439771906174586
Hsd17b7	691.739395614026	-0.423343115272106	0.333498276168334	-1.26940120991337	0.204298004884902	0.439905947084155
Thtpa	601.544144066598	-0.427325725610122	0.33667810693206	-1.26924120342745	0.204355049565823	0.439971587738218
Myh14	143.219273637609	0.9651323777717	0.760458909939562	1.26914467719026	0.204389468201315	0.439988504321608
Pax5	11.9294970375252	-3.16418373571597	2.49407065864276	-1.26868247487338	0.204554335439278	0.4402861962775
Cldn12	736.912069652759	-0.393368315713055	0.310090404509819	-1.26856010373774	0.204598001326398	0.440322968945276
Lrrc75b	225.543053088675	-0.678583211074237	0.535078101133452	-1.26819469837543	0.204728429848586	0.44045500271302
Tmc6	1143.65854724008	0.32713404113439	0.257944880942105	1.26823234459851	0.204714989537086	0.44045500271302
Cox7a2l	1391.7027332414	0.297230010982707	0.23437807221534	1.26816475693861	0.204739119884712	0.44045500271302
Abhd6	241.062337639085	-0.702915784304967	0.554399727663846	-1.26788623664543	0.204838579853727	0.440611748510192
Gem	329.831763661235	0.627261053710864	0.494822125545971	1.26764956805188	0.204923122132079	0.440736369529717
Taf9	933.300121641375	-0.496017063230469	0.391406401689822	-1.2672686524518	0.205059245308041	0.440971880894158
Upf3b	2403.51563790579	0.242838357989654	0.191657880205933	1.26704082153433	0.205140693883792	0.441089770792447
Wnt7b	175.425144524849	0.80873993562775	0.638425909842416	1.26677179475277	0.205236900082065	0.441239357541778
Nadk	2845.25771060496	-0.189798975689687	0.149859800016044	-1.26651026939424	0.205330455142924	0.441383206519925
Slitrk2	100.611944118054	0.98704605749539	0.779472517500695	1.26630001101291	0.205405693022403	0.441430371680866
Rab26os	25.1592258782962	-1.96088409178282	1.54846196365063	-1.26634307965813	0.205390279907522	0.441430371680866
Chrm4	40.3142805600186	-1.93495493442916	1.52829897038964	-1.26608403978434	0.205482996019235	0.441539217675265
Sdccag8	346.582028299578	0.586065750110707	0.463103151839567	1.26551881105257	0.205685409495045	0.441916836353491
Unkl	374.558548615551	-0.557955369804159	0.440942370714205	-1.26537027707368	0.205738624874763	0.441973845292498
Aasdh	366.29822661104	-0.656123042919812	0.518612587175225	-1.26515063294853	0.205817335272292	0.442028284556659
9330104G04Rik	23.5452023748276	-1.97831647872563	1.56366876964356	-1.2651761786971	0.205808179721568	0.442028284556659
Gphn	742.332535894746	-0.485793452184785	0.384058272954668	-1.26489516407872	0.205908911136342	0.442167631964415
Susd4	515.244680338655	-0.560474626508886	0.443200564186743	-1.2646072044997	0.206012169165186	0.442325488328081
Zadh2	1116.06429382161	0.307335900224986	0.243041420343298	1.26454124482515	0.206035826618743	0.442325488328081
Spsb4	891.320142055928	-0.341785997223342	0.270312578991371	-1.2644102560771	0.206082813602065	0.442369030363898
Hsbp1	2060.95804003043	0.21788713584833	0.172370024948233	1.26406627784481	0.206206239113725	0.442576619709621
Rttn	542.446677922073	-0.635965071763309	0.503448698040655	-1.26321723392748	0.206511120966905	0.443173561188856
Cdc123	1946.03006400919	-0.225286563164739	0.178395299040969	-1.26285033504723	0.206642971342277	0.443284229511113
